TIME,PID,MSG
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.80,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.81,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.82,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.83,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.84,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.85,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.86,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.87,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.88,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.89,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.90,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.91,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.92,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.93,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.94,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.95,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.96,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.97,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.98,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551798.99,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.00,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.01,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.02,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.03,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.04,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.05,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.06,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
1660551799.07,1365956,Enter dictid=0
